MM,PROPN,NOUN,5
mm,PROPN,NOUN,6
mm,PROPN,NOUN,6
mm,PROPN,NOUN,6
mm,PROPN,NOUN,6
mm,PROPN,NOUN,6
mm,PROPN,NOUN,6
mm,PROPN,NOUN,6
mm,PROPN,NOUN,7
mm,PROPN,NOUN,7
mm,PROPN,NOUN,8
mm,PROPN,NOUN,8
mm,PROPN,NOUN,9
mm,PROPN,NOUN,9
mm,PROPN,NOUN,9
mm,PROPN,NOUN,10
mm,PROPN,NOUN,10
mm,PROPN,NOUN,11
mm,PROPN,NOUN,11
mm,PROPN,NOUN,12
mm,PROPN,NOUN,12
mm,PROPN,NOUN,12
mm,PROPN,NOUN,12
MM200,PROPN,NOUN,12
MM21,PROPN,NOUN,0
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,1
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,2
MM21,PROPN,NOUN,3
MM21,PROPN,NOUN,3
MM21,PROPN,NOUN,3
MM21,PROPN,NOUN,3
MM21,PROPN,NOUN,3
MM21,PROPN,NOUN,4
MM21,PROPN,NOUN,4
MM21,PROPN,NOUN,4
MM21,PROPN,NOUN,4
MM21,PROPN,NOUN,4
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,5
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,6
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,7
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,8
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,9
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,10
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,11
MM21,PROPN,NOUN,12
MM21,PROPN,NOUN,12
MM21,PROPN,NOUN,12
MM21,PROPN,NOUN,12
MM21,PROPN,NOUN,12
MM21,PROPN,NOUN,12
MM21,PROPN,NOUN,12
MM21,PROPN,NOUN,12
MM21-15,PROPN,NOUN,9
MME21,PROPN,NOUN,7
MMs,PROPN,NOUN,1
MP,PROPN,NOUN,4
MP,PROPN,NOUN,5
MP,PROPN,NOUN,10
N,PROPN,NOUN,11
OP,PROPN,NOUN,4
OPA,PROPN,NOUN,3
OPA,PROPN,NOUN,3
OPA,PROPN,NOUN,4
Opa,PROPN,NOUN,6
Opa,PROPN,NOUN,9
OPA,PROPN,NOUN,11
PB,PROPN,NOUN,3
PB,PROPN,NOUN,5
PB,PROPN,NOUN,5
PB,PROPN,NOUN,6
PB,PROPN,NOUN,8
PB,PROPN,NOUN,8
PF,PROPN,NOUN,2
Pick,PROPN,NOUN,7
Plano,PROPN,NOUN,3
PMI,PROPN,NOUN,5
PN,PROPN,NOUN,3
PUT,PROPN,NOUN,10
PUT,PROPN,NOUN,12
PUTs,PROPN,NOUN,2
RP,PROPN,NOUN,0
RP,PROPN,NOUN,4
RP,PROPN,NOUN,4
RP,PROPN,NOUN,6
RP,PROPN,NOUN,6
RP,PROPN,NOUN,6
RP,PROPN,NOUN,8
RP,PROPN,NOUN,8
RP,PROPN,NOUN,11
RP,PROPN,NOUN,11
RP,PROPN,NOUN,11
RS,PROPN,NOUN,5
Symbol,PROPN,NOUN,11
TH,PROPN,NOUN,3
TH,PROPN,NOUN,11
Ticker,PROPN,NOUN,11
TL,PROPN,NOUN,12
Top,PROPN,NOUN,7
UTI,PROPN,NOUN,8
